id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC497PP19N000503,장소,문화시설,17516922,CGV,해운대점,,100208,CGV,2635010500105390010,부산광역시,해운대구,우동,,539-10,2635010500,2635051000,263502006010,해운대로,620,129.158665421679,35.1630920664082,마라510865,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000504,장소,문화시설,17519188,뮤즈DVD방,,,92005,비디오/DVD감상실,4113110100125150000,경기도,성남시 수정구,신흥동,,2515,4113110100,4113153000,411312179002,산성대로,269,127.146949440802,37.4411778790951,다사687380,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000505,장소,문화시설,17521531,디지털영화관,,,92005,비디오/DVD감상실,4873038022105520001,경상남도,함안군,산인면,신산리,552-1,4873038022,4873038000,487302330001,함마대로,2297,128.475327285683,35.2674881917046,라라887973,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000506,장소,문화시설,17521716,만화공간,,,92005,비디오/DVD감상실,4111710200100180001,경기도,수원시 영통구,원천동,,18-1,4111710200,4111755000,411173176009,아주로,46,127.044062005637,37.2787955063066,다사595200,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000507,장소,문화시설,17538398,경주블루DVD,,,92005,비디오/DVD감상실,4713010800106830005,경상북도,경주시,성건동,,683-5,4713010800,4713055000,471304715181,금성로407번길,2,129.206634053577,35.8541142301057,마마541632,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000508,장소,문화시설,17538777,스카이디지털영화관,,,92005,비디오/DVD감상실,4833010300104040001,경상남도,양산시,중부동,,404-1,4833010300,4833051000,483303338036,삼일로,82,129.036304668775,35.3437665828103,마마396064,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000509,장소,문화시설,17542394,메가박스,김천점,,100212,메가박스,4715010500102450082,경상북도,김천시,평화동,,245-82,4715010500,4715053600,471503306005,김천로,74,128.110764700769,36.1253292708052,라마549922,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000510,장소,문화시설,17545559,롯데시네마,수락산점,,100209,롯데시네마,1135010500111320035,서울특별시,노원구,상계동,,1132-35,1135010500,1135063000,113503000001,동일로,1660,127.055686590393,37.6766127166784,다사608642,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000511,장소,문화시설,17545583,메가박스,인천논현점,,100212,메가박스,2820011000107470001,인천광역시,남동구,논현동,,747-1,2820011000,2820071000,282003153012,논고개로,61,126.72745279674,37.3974940392503,다사316334,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000512,장소,문화시설,17572922,CGV,세종점,,100208,CGV,3611011100106730000,세종특별자치시,,종촌동,,673,3611011100,3611054000,361103258080,도움1로,108,127.247649461031,36.502514457501,다바774339,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000513,장소,문화시설,17573795,평창시네마,,,100202,일반극장/영화관,4276035027103740002,강원도,평창군,용평면,장평리,374-2,4276035027,4276035000,427603000145,경강로,1689,128.416350247424,37.5888393111703,라사809547,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000514,장소,문화시설,17576756,예술공간유비누리앱질전용관,,,100202,일반극장/영화관,1111016800100010048,서울특별시,종로구,동숭동,,1-48,1111016800,1111064000,111104100043,대학로8가길,52,127.002640748055,37.5830128587102,다사560538,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000515,장소,문화시설,17578308,괜찮은홀중계홀,,,100202,일반극장/영화관,1135010600105090000,서울특별시,노원구,중계동,,509,1135010600,1135062500,113504130198,동일로204가길,46,127.068002335895,37.6413179059898,다사618602,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000516,장소,문화시설,17578344,시네마타운극장,,,100207,자동차전용극장,4825035021100300006,경상남도,김해시,생림면,나전리,30-6,4825035021,4825035000,482503335051,인제로,545-59,128.887537064916,35.2753479186557,마라261986,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000517,장소,문화시설,17580081,장유씨네맥스,,,92005,비디오/DVD감상실,4825012900100640001,경상남도,김해시,대청동,,64-1,4825012900,4825062000,482503335023,번화1로,78,128.799913834431,35.1942765132537,마라183895,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000518,장소,문화시설,17584439,롯데시네마,오산점,,100209,롯데시네마,4137010300107630021,경기도,오산시,원동,,763-21,4137010300,4137057000,413704394131,원동로37번길,46,127.070244344591,37.1460825245296,다사618053,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000519,장소,문화시설,17588454,롯데시네마,상인점,,100209,롯데시네마,2729011500102410000,대구광역시,달서구,상인동,,241,2729011500,2729062500,272903147029,월곡로,247,128.539274607573,35.8164407172667,라마938582,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000520,장소,문화시설,17595004,동방영상,,,92005,비디오/DVD감상실,4146136021104600006,경기도,용인시 처인구,양지면,양지리,460-6,4146136021,4146136000,414613203174,향교로,3,127.286054239807,37.2364382713974,다사810153,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000521,장소,문화시설,17596452,영남알프스시네마,,,100202,일반극장/영화관,3171038034105150002,울산광역시,울주군,상북면,등억알프스리,515-2,3171038034,3171038000,317104853469,알프스온천5길,103-8,129.067613146323,35.5562099319557,마마420300,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000522,장소,문화시설,17599399,기벌포영화관,,,100202,일반극장/영화관,4477025024101370001,충청남도,서천군,장항읍,신창리,137-1,4477025024,4477025000,447704580711,장항로145번길,30,126.694117731734,36.0130610080328,다마273798,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000523,장소,문화시설,17601626,메가박스,진천점,,100212,메가박스,4375025026105690000,충청북도,진천군,진천읍,벽암리,569,4375025026,4375025000,437504535372,중앙북1길,3,127.438361360062,36.8596180342913,다바945734,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000524,장소,문화시설,17601969,정남진시네마,,,100202,일반극장/영화관,4680025037103180002,전라남도,장흥군,장흥읍,건산리,318-2,4680025037,4680025000,468003017031,흥성로,43,126.908071551006,34.6756755924787,다라457314,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000525,장소,문화시설,17615230,CGV,전주고사점,,100208,CGV,4511111700103550001,전라북도,전주시 완산구,고사동,,355-1,4511111700,4511151000,451114598334,전주객사3길,72,127.142061140345,35.8203353994823,다마676582,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000526,장소,문화시설,17617207,상상극장,,,100202,일반극장/영화관,1111017300101090004,서울특별시,종로구,명륜3가,,109-4,1111017300,1111065000,111104100173,성균관로3길,20-4,126.997082871941,37.5833521912935,다사555538,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
